month,channel,city,units_sold,list_sales_inr,discounts_inr,net_sales_inr,variable_cost_inr,marketing_spend_inr,active_consumers,repeat_consumers,new_consumers,outlets_or_listings,availability_rate,is_simulated,data_note
2024-05-01,Cafés,Pune,9744,1705200,84224.2,1620975.8,799008,103795.56,7072,3929,835,25,0.5963,True,Simulated assumption; not Red Bull private data
2024-05-01,Cafés,Chennai,9036,1581300,66515.86,1514784.14,740952,88603.67,6536,3751,679,22,0.6451,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Mumbai,8974,1435840,18956.25,1416883.75,699972,63363.24,6820,2294,2161,22,0.6634,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Delhi NCR,7382,1181120,52428.34,1128691.66,575796,70334.26,5437,1943,1537,20,0.6854,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Bengaluru,8904,1424640,51853.58,1372786.42,694512,101757.8,6781,2405,2185,20,0.6995,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Hyderabad,6498,1039680,66745.05,972934.95,506844,66194.86,5042,1876,1464,20,0.6628,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Pune,7023,1123680,44681.19,1078998.81,547794,95934.1,5049,1870,1531,20,0.6866,True,Simulated assumption; not Red Bull private data
2024-05-01,Sports/events,Chennai,5906,944960,21948.39,923011.61,460668,55800.94,4119,1495,1189,20,0.5941,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Mumbai,29392,3674000,252833.89,3421166.11,1998656,146184.16,22004,8791,3538,69,0.6873,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Delhi NCR,28924,3615500,571771.42,3043728.58,1966832,176229.53,20839,8652,3205,68,0.6701,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Bengaluru,28494,3561750,486818.32,3074931.68,1937592,172237.98,21105,9417,3222,73,0.6619,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Hyderabad,23317,2914625,229252.8,2685372.2,1585556,152315.02,17235,6912,2409,49,0.6358,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Pune,23099,2887375,296640.63,2590734.37,1570732,139827.74,15505,6468,2306,64,0.6436,True,Simulated assumption; not Red Bull private data
2024-06-01,Grocery,Chennai,22712,2839000,256171.66,2582828.34,1544416,116664.1,17139,7227,2613,57,0.6598,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Mumbai,34808,5047160,514565.35,4532594.65,2506176,164071.22,25588,12017,3322,78,0.6532,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Delhi NCR,34102,4944790,351869.43,4592920.57,2455344,202105.81,23746,11682,2904,77,0.6644,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Bengaluru,39704,5757080,651290.79,5105789.21,2858688,203247.61,29559,13141,3834,109,0.6833,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Hyderabad,31860,4619700,377419.46,4242280.54,2293920,162880.19,21397,9665,2810,71,0.7128,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Pune,26435,3833075,276443.82,3556631.18,1903320,187817.43,17173,8175,2211,60,0.707,True,Simulated assumption; not Red Bull private data
2024-06-01,Convenience,Chennai,27974,4056230,446035.2,3610194.8,2014128,160167.49,20923,10238,2762,71,0.6509,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Mumbai,19871,2742198,603883.79,2138314.21,1390970,146484.58,13476,6518,2609,27,0.701,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Delhi NCR,20112,2775456,488269.0,2287187.0,1407840,135672.11,14488,6792,2503,29,0.6899,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Bengaluru,20862,2878956,376635.23,2502320.77,1460340,160719.78,14950,7115,2606,28,0.6993,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Hyderabad,17094,2358972,448742.6,1910229.4,1196580,144837.54,12501,6071,2121,22,0.6641,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Pune,16630,2294940,323387.24,1971552.76,1164100,111959.65,11326,5667,2016,24,0.6797,True,Simulated assumption; not Red Bull private data
2024-06-01,E-commerce,Chennai,14641,2020458,270054.45,1750403.55,1024870,77228.53,11086,5113,2029,22,0.6762,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Mumbai,23765,3564750,761983.36,2802766.64,1758610,141728.11,16281,6874,3580,31,0.6686,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Delhi NCR,21989,3298350,545345.7,2753004.3,1627186,151502.77,15639,7289,3358,32,0.686,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Bengaluru,24100,3615000,865590.8,2749409.2,1783400,165824.04,18455,8865,3600,33,0.714,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Hyderabad,20524,3078600,654824.31,2423775.69,1518776,162632.68,14805,6879,3069,29,0.682,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Pune,19992,2998800,548924.98,2449875.02,1479408,116547.27,13605,6329,2748,29,0.6812,True,Simulated assumption; not Red Bull private data
2024-06-01,Quick commerce,Chennai,19739,2960850,648563.44,2312286.56,1460686,160165.31,15115,6382,3426,29,0.7069,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Mumbai,11435,2001125,39028.15,1962096.85,937670,124789.61,8235,4574,954,23,0.7043,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Delhi NCR,11425,1999375,100382.72,1898992.28,936850,124221.92,8399,4229,953,23,0.6813,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Bengaluru,13209,2311575,108692.06,2202882.94,1083138,109379.04,9255,4999,1082,32,0.6704,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Hyderabad,8995,1574125,69401.34,1504723.66,737590,116630.14,6026,3401,667,25,0.6525,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Pune,10346,1810550,85880.63,1724669.37,848372,135110.85,7248,4017,797,25,0.6625,True,Simulated assumption; not Red Bull private data
2024-06-01,Cafés,Chennai,8197,1434475,68520.55,1365954.45,672154,118861.96,6014,3281,608,21,0.6891,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Mumbai,8101,1296160,15359.01,1280800.99,631878,71861.48,5797,2047,1784,20,0.696,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Delhi NCR,8042,1286720,21285.04,1265434.96,627276,83136.88,6211,2194,1659,20,0.6667,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Bengaluru,8714,1394240,0.0,1394240.0,679692,110508.55,7120,2407,2085,20,0.6677,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Hyderabad,5894,943040,31625.31,911414.69,459732,83409.97,4733,1676,1390,20,0.6759,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Pune,5656,904960,14005.16,890954.84,441168,85366.07,4201,1458,1226,20,0.6668,True,Simulated assumption; not Red Bull private data
2024-06-01,Sports/events,Chennai,5717,914720,41306.27,873413.73,445926,54065.87,4027,1416,1280,20,0.6824,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Mumbai,26179,3272375,250293.31,3022081.69,1780172,158979.38,19349,8100,2897,61,0.656,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Delhi NCR,27309,3413625,297283.15,3116341.85,1857012,142804.73,20001,8159,3016,62,0.7289,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Bengaluru,25912,3239000,364920.57,2874079.43,1762016,152778.47,18530,7625,2823,59,0.7143,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Hyderabad,21395,2674375,215654.24,2458720.76,1454860,112583.52,15432,6730,2387,57,0.7487,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Pune,21268,2658500,197345.97,2461154.03,1446224,138003.36,15207,6246,2160,46,0.6884,True,Simulated assumption; not Red Bull private data
2024-07-01,Grocery,Chennai,21159,2644875,184035.8,2460839.2,1438812,121176.61,17370,7180,2614,45,0.7347,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Mumbai,37416,5425320,585866.84,4839453.16,2693952,196245.17,27541,12700,3842,94,0.6944,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Delhi NCR,33580,4869100,92954.08,4776145.92,2417760,179672.86,25700,12814,3075,81,0.7174,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Bengaluru,38113,5526385,212995.78,5313389.22,2744136,193078.73,27485,12337,3514,88,0.6883,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Hyderabad,29504,4278080,281982.0,3996098.0,2124288,174852.85,21916,10407,2790,70,0.644,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Pune,28925,4194125,385548.62,3808576.38,2082600,181614.2,21924,9804,2568,70,0.6918,True,Simulated assumption; not Red Bull private data
2024-07-01,Convenience,Chennai,26909,3901805,328744.33,3573060.67,1937448,189442.1,20374,9945,2614,53,0.7112,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Mumbai,21407,2954166,592437.95,2361728.05,1498490,154754.61,15988,8234,3102,28,0.6863,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Delhi NCR,19999,2759862,520735.73,2239126.27,1399930,116620.29,14785,7542,2673,29,0.6855,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Bengaluru,20352,2808576,581254.39,2227321.61,1424640,118310.64,14807,7631,2465,26,0.6411,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Hyderabad,15938,2199444,375703.26,1823740.74,1115660,82872.09,11897,5814,2166,22,0.7088,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Pune,15626,2156388,392199.97,1764188.03,1093820,81747.08,11838,6000,1982,23,0.6649,True,Simulated assumption; not Red Bull private data
2024-07-01,E-commerce,Chennai,16379,2260302,464068.99,1796233.01,1146530,140861.88,11986,5949,2230,22,0.6979,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Mumbai,23794,3569100,791620.52,2777479.48,1760756,163111.49,16598,7350,3166,35,0.7372,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Delhi NCR,21559,3233850,762002.5,2471847.5,1595366,110169.53,16692,7555,3523,25,0.6987,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Bengaluru,25709,3856350,668733.54,3187616.46,1902466,176721.07,19243,9169,3882,33,0.6381,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Hyderabad,19523,2928450,566185.53,2362264.47,1444702,129609.93,14561,6592,2893,26,0.7188,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Pune,19154,2873100,617927.45,2255172.55,1417396,158477.84,13380,6161,2830,26,0.7029,True,Simulated assumption; not Red Bull private data
2024-07-01,Quick commerce,Chennai,18931,2839650,512526.05,2327123.95,1400894,102958.97,12250,5869,2180,25,0.7176,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Mumbai,10751,1881425,79147.47,1802277.53,881582,77586.69,8066,4137,937,25,0.6622,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Delhi NCR,10645,1862875,65986.99,1796888.01,872890,96134.19,7896,4081,851,23,0.7243,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Bengaluru,13180,2306500,37474.91,2269025.09,1080760,107598.97,9057,4863,956,28,0.6944,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Hyderabad,8453,1479275,28553.13,1450721.87,693146,72037.01,5652,3026,593,20,0.742,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Pune,9312,1629600,83778.21,1545821.79,763584,88205.08,6535,3621,682,23,0.6619,True,Simulated assumption; not Red Bull private data
2024-07-01,Cafés,Chennai,8487,1485225,63628.3,1421596.7,695934,120202.55,5960,3246,647,20,0.7041,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Mumbai,8038,1286080,46247.06,1239832.94,626964,86226.3,6189,2209,1767,20,0.7344,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Delhi NCR,8118,1298880,0.0,1298880.0,633204,64535.35,6110,2320,1815,20,0.678,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Bengaluru,8250,1320000,40624.56,1279375.44,643500,96941.0,6085,2205,1696,20,0.658,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Hyderabad,6834,1093440,43484.06,1049955.94,533052,54157.79,5296,1912,1565,20,0.6897,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Pune,7119,1139040,19055.52,1119984.48,555282,56407.89,5171,1889,1518,20,0.7201,True,Simulated assumption; not Red Bull private data
2024-07-01,Sports/events,Chennai,5688,910080,25159.29,884920.71,443664,102751.8,4351,1497,1373,20,0.6917,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Mumbai,26200,3275000,457699.16,2817300.84,1781600,141977.34,18825,8067,2891,62,0.6843,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Delhi NCR,24949,3118625,321992.56,2796632.44,1696532,160891.47,17328,7421,2261,60,0.692,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Bengaluru,26170,3271250,434115.04,2837134.96,1779560,128697.1,19007,8014,2956,60,0.7289,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Hyderabad,21680,2710000,203676.97,2506323.03,1474240,117340.15,16422,7359,2369,45,0.6791,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Pune,20966,2620750,305346.37,2315403.63,1425688,150832.98,14778,6373,2080,54,0.7754,True,Simulated assumption; not Red Bull private data
2024-08-01,Grocery,Chennai,20104,2513000,274322.29,2238677.71,1367072,150419.11,13762,5658,1951,42,0.7471,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Mumbai,36345,5270025,457551.81,4812473.19,2616840,194596.99,26345,13072,3419,90,0.6991,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Delhi NCR,31674,4592730,328133.0,4264597.0,2280528,157895.23,22877,11002,2782,75,0.7053,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Bengaluru,35017,5077465,132520.82,4944944.18,2521224,158973.31,25955,11955,3400,90,0.7234,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Hyderabad,28492,4131340,320665.75,3810674.25,2051424,151066.83,21186,10238,2840,68,0.7245,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Pune,29180,4231100,348493.76,3882606.24,2100960,153307.69,20613,9268,2886,70,0.6611,True,Simulated assumption; not Red Bull private data
2024-08-01,Convenience,Chennai,27835,4036075,250860.27,3785214.73,2004120,177926.91,19901,10020,2451,62,0.7093,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Mumbai,20701,2856738,513531.15,2343206.85,1449070,127456.85,15174,7716,2695,29,0.7067,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Delhi NCR,20257,2795466,490261.71,2305204.29,1417990,118087.44,14758,7170,2665,28,0.7088,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Bengaluru,20269,2797122,629808.75,2167313.25,1418830,123134.33,15371,7711,3090,28,0.7121,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Hyderabad,16232,2240016,336069.28,1903946.72,1136240,116816.28,12204,6170,2335,23,0.6957,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Pune,16176,2232288,530390.8,1701897.2,1132320,128568.02,11437,5529,2155,22,0.7072,True,Simulated assumption; not Red Bull private data
2024-08-01,E-commerce,Chennai,15721,2169498,365370.11,1804127.89,1100470,88451.53,10941,5513,2028,23,0.6838,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Mumbai,23132,3469800,752728.42,2717071.58,1711768,123715.9,16306,7842,3532,34,0.7352,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Delhi NCR,21071,3160650,854375.0,2306275.0,1559254,166063.75,15056,6719,2991,29,0.6736,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Bengaluru,25051,3757650,783004.3,2974645.7,1853774,166903.42,18725,8795,3858,41,0.7099,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Hyderabad,18720,2808000,430853.57,2377146.43,1385280,145848.15,13723,6285,2814,31,0.7177,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Pune,17980,2697000,588357.18,2108642.82,1330520,117793.36,13191,6104,2513,25,0.7044,True,Simulated assumption; not Red Bull private data
2024-08-01,Quick commerce,Chennai,17280,2592000,504458.33,2087541.67,1278720,126112.21,12569,5800,2719,26,0.6966,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Mumbai,11558,2022650,78066.39,1944583.61,947756,80058.17,8185,4626,944,30,0.7485,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Delhi NCR,10891,1905925,54013.15,1851911.85,893062,121983.45,7818,4202,796,26,0.6848,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Bengaluru,11179,1956325,102022.03,1854302.97,916678,131230.63,8132,4496,920,31,0.7109,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Hyderabad,8721,1526175,94816.74,1431358.26,715122,85932.9,6683,3556,696,20,0.7017,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Pune,8719,1525825,41864.58,1483960.42,714958,126708.63,6081,3181,700,21,0.6885,True,Simulated assumption; not Red Bull private data
2024-08-01,Cafés,Chennai,8118,1420650,14839.86,1405810.14,665676,60974.95,6123,3245,670,20,0.6445,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Mumbai,7332,1173120,65512.48,1107607.52,571896,88766.5,5525,2064,1646,20,0.6844,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Delhi NCR,7481,1196960,40044.45,1156915.55,583518,78165.39,5759,2117,1652,20,0.6926,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Bengaluru,7635,1221600,49363.88,1172236.12,595530,82176.61,5904,2134,1449,20,0.7512,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Hyderabad,5738,918080,14998.26,903081.74,447564,85821.9,4284,1601,1259,20,0.7131,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Pune,6933,1109280,52621.15,1056658.85,540774,90074.31,4846,1771,1485,20,0.6933,True,Simulated assumption; not Red Bull private data
2024-08-01,Sports/events,Chennai,6181,988960,58470.89,930489.11,482118,106253.32,4474,1582,1277,20,0.6817,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Mumbai,24859,3107375,96120.78,3011254.22,1690412,131247.39,17984,8064,2699,65,0.7225,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Delhi NCR,24936,3117000,376097.79,2740902.21,1695648,136144.85,18444,7880,2817,58,0.7261,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Bengaluru,25986,3248250,506271.13,2741978.87,1767048,138552.02,20142,8797,3023,50,0.7289,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Hyderabad,22612,2826500,125816.4,2700683.6,1537616,105420.76,17355,7058,2401,54,0.7152,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Pune,20104,2513000,220418.95,2292581.05,1367072,153519.64,15332,6675,2396,53,0.7112,True,Simulated assumption; not Red Bull private data
2024-09-01,Grocery,Chennai,18903,2362875,114908.9,2247966.1,1285404,123712.69,13409,5597,1941,50,0.7347,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Mumbai,36247,5255815,506074.62,4749740.38,2609784,208700.36,26666,12268,3087,87,0.7241,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Delhi NCR,36718,5324110,586885.24,4737224.76,2643696,206030.57,25731,12198,3425,105,0.753,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Bengaluru,35526,5151270,556259.53,4595010.47,2557872,161621.31,26749,12344,3435,83,0.7558,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Hyderabad,24928,3614560,257112.93,3357447.07,1794816,121755.37,17686,8501,2289,58,0.7358,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Pune,26755,3879475,161690.23,3717784.77,1926360,168690.7,19049,8628,2559,69,0.7149,True,Simulated assumption; not Red Bull private data
2024-09-01,Convenience,Chennai,27307,3959515,122661.26,3836853.74,1966104,138237.83,20178,9384,2471,62,0.7114,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Mumbai,20642,2848596,438384.09,2410211.91,1444940,140964.17,15600,7876,2710,27,0.6748,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Delhi NCR,18904,2608752,462449.11,2146302.89,1323280,148718.24,13453,6514,2612,23,0.68,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Bengaluru,22254,3071052,607298.2,2463753.8,1557780,142084.61,15775,8057,2509,27,0.709,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Hyderabad,16030,2212140,461778.17,1750361.83,1122100,90842.94,12186,6542,2130,22,0.7616,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Pune,16598,2290524,302223.23,1988300.77,1161860,136912.13,12120,6008,2077,21,0.7229,True,Simulated assumption; not Red Bull private data
2024-09-01,E-commerce,Chennai,14889,2054682,400433.86,1654248.14,1042230,135078.3,11075,5349,2067,22,0.7811,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Mumbai,23511,3526650,672170.3,2854479.7,1739814,177186.22,17788,8029,3660,35,0.6953,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Delhi NCR,23372,3505800,665178.75,2840621.25,1729528,144948.48,16708,7190,3172,30,0.6832,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Bengaluru,23347,3502050,686873.63,2815176.37,1727678,150364.71,16574,7506,3710,35,0.7164,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Hyderabad,19340,2901000,546764.07,2354235.93,1431160,158759.04,14499,6457,3050,23,0.7213,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Pune,18658,2798700,613065.68,2185634.32,1380692,158673.87,13187,6112,2764,26,0.7131,True,Simulated assumption; not Red Bull private data
2024-09-01,Quick commerce,Chennai,18933,2839950,575594.32,2264355.68,1401042,119753.2,13869,6561,2810,28,0.697,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Mumbai,12437,2176475,168168.6,2008306.4,1019834,122481.91,8177,4411,954,30,0.7222,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Delhi NCR,10978,1921150,144502.58,1776647.42,900196,114241.88,8203,4751,918,28,0.7083,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Bengaluru,12563,2198525,76868.08,2121656.92,1030166,123212.48,9345,5162,997,29,0.7519,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Hyderabad,8251,1443925,92239.38,1351685.62,676582,107101.41,6370,3477,637,22,0.7331,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Pune,8535,1493625,72066.93,1421558.07,699870,84672.94,6017,3442,679,20,0.7196,True,Simulated assumption; not Red Bull private data
2024-09-01,Cafés,Chennai,8795,1539125,70223.81,1468901.19,721190,123433.91,5927,3329,672,21,0.7262,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Mumbai,8086,1293760,28445.24,1265314.76,630708,106581.5,5916,2106,1888,20,0.7285,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Delhi NCR,7429,1188640,0.0,1188640.0,579462,107967.86,5081,1854,1445,20,0.737,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Bengaluru,8685,1389600,91540.11,1298059.89,677430,119084.07,6493,2446,2041,22,0.6925,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Hyderabad,6520,1043200,36547.07,1006652.93,508560,73669.81,4957,1926,1483,20,0.7206,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Pune,6217,994720,28020.81,966699.19,484926,77979.12,4460,1676,1382,20,0.7402,True,Simulated assumption; not Red Bull private data
2024-09-01,Sports/events,Chennai,5921,947360,26361.24,920998.76,461838,105012.15,4594,1658,1426,20,0.7316,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Mumbai,32230,4028750,318949.83,3709800.17,2191640,155335.06,24464,9696,3518,84,0.7352,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Delhi NCR,29367,3670875,191456.35,3479418.65,1996956,133012.33,22896,9586,3469,76,0.7056,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Bengaluru,29516,3689500,277372.29,3412127.71,2007088,123838.82,20623,8155,3220,66,0.7182,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Hyderabad,22781,2847625,152575.01,2695049.99,1549108,129994.16,17438,7126,2832,51,0.7109,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Pune,22899,2862375,396249.85,2466125.15,1557132,136476.33,16794,7387,2703,50,0.7269,True,Simulated assumption; not Red Bull private data
2024-10-01,Grocery,Chennai,20435,2554375,261194.86,2293180.14,1389580,115321.53,15084,6588,2399,47,0.7227,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Mumbai,38523,5585835,539632.48,5046202.52,2773656,202845.69,28020,12993,3468,102,0.7241,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Delhi NCR,37298,5408210,654441.29,4753768.71,2685456,205760.15,29830,13788,3509,97,0.7073,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Bengaluru,39897,5785065,459810.51,5325254.49,2872584,173734.75,28014,13362,3723,87,0.7105,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Hyderabad,30127,4368415,311535.39,4056879.61,2169144,187554.2,22095,10457,2833,71,0.7116,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Pune,33745,4893025,475976.66,4417048.34,2429640,168147.78,25109,11951,3323,90,0.7407,True,Simulated assumption; not Red Bull private data
2024-10-01,Convenience,Chennai,30599,4436855,158238.82,4278616.18,2203128,148679.8,22137,10996,2778,64,0.7315,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Mumbai,22584,3116592,392965.11,2723626.89,1580880,119754.59,15170,7245,2589,32,0.7189,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Delhi NCR,23227,3205326,657022.63,2548303.37,1625890,150809.68,16990,8611,2926,35,0.7002,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Bengaluru,25250,3484500,665136.78,2819363.22,1767500,143262.37,18234,9244,2812,36,0.7252,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Hyderabad,19530,2695140,454762.55,2240377.45,1367100,143256.32,13555,6743,2448,28,0.732,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Pune,16908,2333304,457290.78,1876013.22,1183560,126225.1,12931,6072,2348,23,0.7187,True,Simulated assumption; not Red Bull private data
2024-10-01,E-commerce,Chennai,17005,2346690,345854.73,2000835.27,1190350,139672.87,11741,5630,1975,27,0.7164,True,Simulated assumption; not Red Bull private data
2024-10-01,Quick commerce,Mumbai,27207,4081050,813594.14,3267455.86,2013318,173651.82,19744,9863,4434,36,0.7442,True,Simulated assumption; not Red Bull private data
2024-10-01,Quick commerce,Delhi NCR,24208,3631200,650754.36,2980445.64,1791392,139576.43,18557,8848,3805,34,0.7467,True,Simulated assumption; not Red Bull private data
2024-10-01,Quick commerce,Bengaluru,28193,4228950,887180.43,3341769.57,2086282,169395.21,20748,9904,4096,42,0.7363,True,Simulated assumption; not Red Bull private data
