month,channel,city,discounts_inr,marketing_spend_inr,promotion_type,promo_days,is_simulated
2024-10-01,E-commerce,Bengaluru,665136.78,143262.37,bundle / search placement,13,True
2024-10-01,E-commerce,Hyderabad,454762.55,143256.32,bundle / search placement,9,True
2024-10-01,E-commerce,Pune,457290.78,126225.1,bundle / search placement,7,True
2024-10-01,E-commerce,Chennai,345854.73,139672.87,bundle / search placement,14,True
2024-10-01,Quick commerce,Mumbai,813594.14,173651.82,instant discount / app visibility,15,True
2024-10-01,Quick commerce,Delhi NCR,650754.36,139576.43,instant discount / app visibility,10,True
2024-10-01,Quick commerce,Bengaluru,887180.43,169395.21,instant discount / app visibility,4,True
2024-10-01,Quick commerce,Hyderabad,785905.5,178789.05,instant discount / app visibility,6,True
2024-10-01,Quick commerce,Pune,555360.2,146763.89,instant discount / app visibility,9,True
2024-10-01,Quick commerce,Chennai,678452.37,119852.23,instant discount / app visibility,12,True
2024-10-01,Cafés,Mumbai,145586.62,88520.21,trade visibility / display,11,True
2024-10-01,Cafés,Delhi NCR,183393.99,140051.61,trade visibility / display,13,True
2024-10-01,Cafés,Bengaluru,141372.49,107997.65,trade visibility / display,3,True
2024-10-01,Cafés,Hyderabad,150563.69,67739.22,trade visibility / display,9,True
2024-10-01,Cafés,Pune,84162.19,73705.62,trade visibility / display,12,True
2024-10-01,Cafés,Chennai,104102.27,72945.59,trade visibility / display,15,True
2024-10-01,Sports/events,Mumbai,10608.41,75616.3,sampling / event activation,4,True
2024-10-01,Sports/events,Delhi NCR,82012.32,102042.53,sampling / event activation,14,True
2024-10-01,Sports/events,Bengaluru,22357.35,104349.6,sampling / event activation,3,True
2024-10-01,Sports/events,Hyderabad,11930.07,57153.75,sampling / event activation,5,True
2024-10-01,Sports/events,Pune,13516.14,102897.58,sampling / event activation,14,True
2024-10-01,Sports/events,Chennai,0.0,56102.6,sampling / event activation,13,True
2024-11-01,Grocery,Mumbai,315445.5,154017.87,trade visibility / display,15,True
2024-11-01,Grocery,Delhi NCR,427141.66,181633.14,trade visibility / display,10,True
2024-11-01,Grocery,Bengaluru,314374.82,159904.72,trade visibility / display,11,True
2024-11-01,Grocery,Hyderabad,389976.37,147154.8,trade visibility / display,9,True
2024-11-01,Grocery,Pune,297007.38,168434.96,trade visibility / display,9,True
2024-11-01,Grocery,Chennai,228686.84,139102.59,trade visibility / display,9,True
2024-11-01,Convenience,Mumbai,636707.95,219024.24,trade visibility / display,6,True
2024-11-01,Convenience,Delhi NCR,313877.13,204322.83,trade visibility / display,14,True
2024-11-01,Convenience,Bengaluru,515071.02,246241.36,trade visibility / display,7,True
2024-11-01,Convenience,Hyderabad,272295.13,176607.03,trade visibility / display,10,True
2024-11-01,Convenience,Pune,412293.83,208223.93,trade visibility / display,11,True
2024-11-01,Convenience,Chennai,202704.82,199326.16,trade visibility / display,9,True
2024-11-01,E-commerce,Mumbai,540952.62,143573.51,bundle / search placement,10,True
2024-11-01,E-commerce,Delhi NCR,688278.86,160217.1,bundle / search placement,3,True
2024-11-01,E-commerce,Bengaluru,758643.15,135746.4,bundle / search placement,7,True
2024-11-01,E-commerce,Hyderabad,677703.28,101638.99,bundle / search placement,8,True
2024-11-01,E-commerce,Pune,383784.08,126840.0,bundle / search placement,8,True
2024-11-01,E-commerce,Chennai,472995.86,108573.61,bundle / search placement,14,True
2024-11-01,Quick commerce,Mumbai,1118200.45,150007.29,instant discount / app visibility,14,True
2024-11-01,Quick commerce,Delhi NCR,913520.46,181886.11,instant discount / app visibility,12,True
2024-11-01,Quick commerce,Bengaluru,899350.12,184225.17,instant discount / app visibility,7,True
2024-11-01,Quick commerce,Hyderabad,740579.46,146174.54,instant discount / app visibility,3,True
2024-11-01,Quick commerce,Pune,699124.97,176726.54,instant discount / app visibility,12,True
2024-11-01,Quick commerce,Chennai,804345.25,129065.96,instant discount / app visibility,14,True
2024-11-01,Cafés,Mumbai,72098.19,129655.28,trade visibility / display,9,True
2024-11-01,Cafés,Delhi NCR,14696.47,86700.23,trade visibility / display,13,True
2024-11-01,Cafés,Bengaluru,158351.88,146694.69,trade visibility / display,15,True
2024-11-01,Cafés,Hyderabad,65529.41,118749.93,trade visibility / display,10,True
2024-11-01,Cafés,Pune,72203.43,98192.76,trade visibility / display,5,True
2024-11-01,Cafés,Chennai,53765.6,76011.61,trade visibility / display,3,True
2024-11-01,Sports/events,Mumbai,38529.47,107652.95,sampling / event activation,12,True
2024-11-01,Sports/events,Delhi NCR,65149.4,122617.4,sampling / event activation,10,True
2024-11-01,Sports/events,Bengaluru,22350.39,70186.21,sampling / event activation,4,True
2024-11-01,Sports/events,Hyderabad,132335.67,75343.61,sampling / event activation,3,True
2024-11-01,Sports/events,Pune,44245.21,100147.17,sampling / event activation,15,True
2024-11-01,Sports/events,Chennai,24907.76,62501.14,sampling / event activation,7,True
2024-12-01,Grocery,Mumbai,372640.38,172909.68,trade visibility / display,7,True
2024-12-01,Grocery,Delhi NCR,366340.45,181200.7,trade visibility / display,11,True
2024-12-01,Grocery,Bengaluru,224582.2,153262.24,trade visibility / display,7,True
2024-12-01,Grocery,Hyderabad,180163.68,106953.29,trade visibility / display,14,True
2024-12-01,Grocery,Pune,284006.81,147530.7,trade visibility / display,11,True
2024-12-01,Grocery,Chennai,253932.3,114077.39,trade visibility / display,7,True
2024-12-01,Convenience,Mumbai,334616.84,204497.32,trade visibility / display,6,True
2024-12-01,Convenience,Delhi NCR,419427.76,186803.27,trade visibility / display,14,True
2024-12-01,Convenience,Bengaluru,257175.74,213343.31,trade visibility / display,10,True
2024-12-01,Convenience,Hyderabad,495321.08,201855.09,trade visibility / display,14,True
2024-12-01,Convenience,Pune,386144.15,176120.49,trade visibility / display,7,True
2024-12-01,Convenience,Chennai,446013.87,136594.48,trade visibility / display,3,True
2024-12-01,E-commerce,Mumbai,470716.87,131934.08,bundle / search placement,14,True
2024-12-01,E-commerce,Delhi NCR,494979.49,160411.1,bundle / search placement,6,True
2024-12-01,E-commerce,Bengaluru,376863.99,144014.98,bundle / search placement,13,True
2024-12-01,E-commerce,Hyderabad,480742.24,108539.82,bundle / search placement,12,True
2024-12-01,E-commerce,Pune,453001.7,143800.49,bundle / search placement,6,True
2024-12-01,E-commerce,Chennai,566154.65,108796.99,bundle / search placement,12,True
2024-12-01,Quick commerce,Mumbai,798604.04,161948.69,instant discount / app visibility,4,True
2024-12-01,Quick commerce,Delhi NCR,816406.78,144167.39,instant discount / app visibility,8,True
2024-12-01,Quick commerce,Bengaluru,962786.62,200942.34,instant discount / app visibility,7,True
2024-12-01,Quick commerce,Hyderabad,681004.93,150082.36,instant discount / app visibility,11,True
2024-12-01,Quick commerce,Pune,818119.12,176206.01,instant discount / app visibility,9,True
2024-12-01,Quick commerce,Chennai,579589.03,169111.42,instant discount / app visibility,10,True
2024-12-01,Cafés,Mumbai,77035.69,98829.79,trade visibility / display,9,True
2024-12-01,Cafés,Delhi NCR,38365.75,100666.28,trade visibility / display,12,True
2024-12-01,Cafés,Bengaluru,81086.63,85251.29,trade visibility / display,5,True
2024-12-01,Cafés,Hyderabad,116533.39,127373.93,trade visibility / display,12,True
2024-12-01,Cafés,Pune,60890.11,129257.97,trade visibility / display,3,True
2024-12-01,Cafés,Chennai,64789.09,121877.58,trade visibility / display,4,True
2024-12-01,Sports/events,Mumbai,0.0,111112.41,sampling / event activation,12,True
2024-12-01,Sports/events,Delhi NCR,0.0,113003.21,sampling / event activation,5,True
2024-12-01,Sports/events,Bengaluru,90530.54,104909.69,sampling / event activation,13,True
2024-12-01,Sports/events,Hyderabad,56245.03,104053.92,sampling / event activation,4,True
2024-12-01,Sports/events,Pune,47049.36,102404.9,sampling / event activation,4,True
2024-12-01,Sports/events,Chennai,23659.37,63822.82,sampling / event activation,15,True
2025-01-01,Grocery,Mumbai,388066.3,161473.09,trade visibility / display,5,True
2025-01-01,Grocery,Delhi NCR,344926.5,113928.19,trade visibility / display,14,True
2025-01-01,Grocery,Bengaluru,175126.36,145621.14,trade visibility / display,7,True
2025-01-01,Grocery,Hyderabad,249109.75,113944.97,trade visibility / display,13,True
2025-01-01,Grocery,Pune,325936.87,119515.23,trade visibility / display,15,True
2025-01-01,Grocery,Chennai,167562.53,106419.71,trade visibility / display,4,True
2025-01-01,Convenience,Mumbai,452578.0,194250.24,trade visibility / display,7,True
2025-01-01,Convenience,Delhi NCR,437971.11,169373.69,trade visibility / display,10,True
2025-01-01,Convenience,Bengaluru,371431.43,164502.76,trade visibility / display,14,True
2025-01-01,Convenience,Hyderabad,152192.0,135254.28,trade visibility / display,5,True
2025-01-01,Convenience,Pune,306772.5,139450.02,trade visibility / display,5,True
2025-01-01,Convenience,Chennai,218412.6,154716.35,trade visibility / display,7,True
2025-01-01,E-commerce,Mumbai,509353.87,118509.3,bundle / search placement,5,True
2025-01-01,E-commerce,Delhi NCR,422623.5,93318.23,bundle / search placement,6,True
2025-01-01,E-commerce,Bengaluru,500413.03,158423.31,bundle / search placement,4,True
2025-01-01,E-commerce,Hyderabad,430412.78,110301.59,bundle / search placement,13,True
2025-01-01,E-commerce,Pune,362732.17,102880.28,bundle / search placement,13,True
2025-01-01,E-commerce,Chennai,296694.25,100311.24,bundle / search placement,4,True
2025-01-01,Quick commerce,Mumbai,794196.83,142938.27,instant discount / app visibility,9,True
2025-01-01,Quick commerce,Delhi NCR,630837.79,147881.17,instant discount / app visibility,11,True
2025-01-01,Quick commerce,Bengaluru,785808.32,120890.08,instant discount / app visibility,11,True
2025-01-01,Quick commerce,Hyderabad,619071.43,144380.9,instant discount / app visibility,15,True
2025-01-01,Quick commerce,Pune,549703.78,149048.15,instant discount / app visibility,11,True
2025-01-01,Quick commerce,Chennai,499745.29,118448.83,instant discount / app visibility,11,True
2025-01-01,Cafés,Mumbai,84342.25,128816.77,trade visibility / display,3,True
2025-01-01,Cafés,Delhi NCR,153583.02,99536.46,trade visibility / display,4,True
2025-01-01,Cafés,Bengaluru,51857.64,129877.14,trade visibility / display,11,True
2025-01-01,Cafés,Hyderabad,71020.09,83274.61,trade visibility / display,14,True
2025-01-01,Cafés,Pune,25487.04,81292.37,trade visibility / display,8,True
2025-01-01,Cafés,Chennai,71580.6,121563.28,trade visibility / display,11,True
2025-01-01,Sports/events,Mumbai,57212.81,117819.24,sampling / event activation,5,True
2025-01-01,Sports/events,Delhi NCR,3717.03,60293.08,sampling / event activation,8,True
2025-01-01,Sports/events,Bengaluru,32742.9,99805.02,sampling / event activation,12,True
2025-01-01,Sports/events,Hyderabad,9806.18,60125.92,sampling / event activation,11,True
2025-01-01,Sports/events,Pune,52788.43,59094.43,sampling / event activation,4,True
2025-01-01,Sports/events,Chennai,10835.55,103105.34,sampling / event activation,14,True
2025-02-01,Grocery,Mumbai,249360.82,123027.41,trade visibility / display,15,True
2025-02-01,Grocery,Delhi NCR,181715.81,132917.88,trade visibility / display,9,True
2025-02-01,Grocery,Bengaluru,292481.0,144015.83,trade visibility / display,7,True
2025-02-01,Grocery,Hyderabad,305879.74,114892.02,trade visibility / display,9,True
2025-02-01,Grocery,Pune,280289.83,116188.72,trade visibility / display,13,True
2025-02-01,Grocery,Chennai,256402.45,124361.38,trade visibility / display,8,True
2025-02-01,Convenience,Mumbai,244138.76,150175.42,trade visibility / display,3,True
2025-02-01,Convenience,Delhi NCR,435411.46,202210.55,trade visibility / display,3,True
2025-02-01,Convenience,Bengaluru,358474.71,185643.72,trade visibility / display,13,True
2025-02-01,Convenience,Hyderabad,326265.57,141903.47,trade visibility / display,13,True
2025-02-01,Convenience,Pune,311977.01,180000.54,trade visibility / display,13,True
2025-02-01,Convenience,Chennai,266007.53,155062.1,trade visibility / display,4,True
2025-02-01,E-commerce,Mumbai,448591.05,131031.08,bundle / search placement,5,True
2025-02-01,E-commerce,Delhi NCR,367829.1,97175.81,bundle / search placement,8,True
2025-02-01,E-commerce,Bengaluru,536755.27,108849.01,bundle / search placement,6,True
2025-02-01,E-commerce,Hyderabad,328614.47,104010.81,bundle / search placement,8,True
2025-02-01,E-commerce,Pune,265670.44,140278.07,bundle / search placement,10,True
2025-02-01,E-commerce,Chennai,312516.09,81801.25,bundle / search placement,6,True
2025-02-01,Quick commerce,Mumbai,780632.44,136566.71,instant discount / app visibility,4,True
2025-02-01,Quick commerce,Delhi NCR,691042.45,154318.92,instant discount / app visibility,8,True
2025-02-01,Quick commerce,Bengaluru,727856.81,201481.55,instant discount / app visibility,12,True
2025-02-01,Quick commerce,Hyderabad,573713.39,139510.3,instant discount / app visibility,11,True
2025-02-01,Quick commerce,Pune,528851.38,129287.49,instant discount / app visibility,7,True
2025-02-01,Quick commerce,Chennai,591677.58,134431.14,instant discount / app visibility,7,True
2025-02-01,Cafés,Mumbai,25690.91,91119.42,trade visibility / display,10,True
2025-02-01,Cafés,Delhi NCR,149955.34,106151.73,trade visibility / display,5,True
2025-02-01,Cafés,Bengaluru,158388.88,128466.36,trade visibility / display,13,True
2025-02-01,Cafés,Hyderabad,73563.24,80881.81,trade visibility / display,14,True
2025-02-01,Cafés,Pune,46733.0,120551.53,trade visibility / display,3,True
2025-02-01,Cafés,Chennai,32797.42,97721.33,trade visibility / display,15,True
2025-02-01,Sports/events,Mumbai,47456.31,99195.16,sampling / event activation,3,True
2025-02-01,Sports/events,Delhi NCR,0.0,83031.07,sampling / event activation,8,True
2025-02-01,Sports/events,Bengaluru,5267.97,96914.4,sampling / event activation,11,True
2025-02-01,Sports/events,Hyderabad,0.0,71980.47,sampling / event activation,7,True
2025-02-01,Sports/events,Pune,39024.15,68584.65,sampling / event activation,5,True
2025-02-01,Sports/events,Chennai,27530.51,104380.26,sampling / event activation,3,True
2025-03-01,Grocery,Mumbai,197492.08,138343.5,trade visibility / display,12,True
2025-03-01,Grocery,Delhi NCR,297575.89,142307.22,trade visibility / display,3,True
2025-03-01,Grocery,Bengaluru,336505.64,116509.28,trade visibility / display,9,True
2025-03-01,Grocery,Hyderabad,235977.91,120267.5,trade visibility / display,8,True
2025-03-01,Grocery,Pune,304291.02,127227.47,trade visibility / display,15,True
2025-03-01,Grocery,Chennai,215771.37,108732.99,trade visibility / display,15,True
2025-03-01,Convenience,Mumbai,416504.39,194813.98,trade visibility / display,13,True
2025-03-01,Convenience,Delhi NCR,380058.19,233270.85,trade visibility / display,12,True
2025-03-01,Convenience,Bengaluru,207081.42,218812.33,trade visibility / display,10,True
2025-03-01,Convenience,Hyderabad,167763.73,197676.71,trade visibility / display,7,True
2025-03-01,Convenience,Pune,537423.84,186816.22,trade visibility / display,5,True
2025-03-01,Convenience,Chennai,375535.33,140597.75,trade visibility / display,15,True
2025-03-01,E-commerce,Mumbai,459897.4,107594.06,bundle / search placement,8,True
2025-03-01,E-commerce,Delhi NCR,486546.33,158731.78,bundle / search placement,8,True
2025-03-01,E-commerce,Bengaluru,542337.42,165332.72,bundle / search placement,4,True
2025-03-01,E-commerce,Hyderabad,446834.73,127524.19,bundle / search placement,6,True
2025-03-01,E-commerce,Pune,520323.13,111596.83,bundle / search placement,11,True
2025-03-01,E-commerce,Chennai,396426.42,143233.73,bundle / search placement,8,True
2025-03-01,Quick commerce,Mumbai,749455.82,162847.1,instant discount / app visibility,10,True
2025-03-01,Quick commerce,Delhi NCR,797507.34,160546.42,instant discount / app visibility,5,True
2025-03-01,Quick commerce,Bengaluru,1156486.33,196039.99,instant discount / app visibility,4,True
2025-03-01,Quick commerce,Hyderabad,807405.75,123233.95,instant discount / app visibility,14,True
2025-03-01,Quick commerce,Pune,674436.65,138580.3,instant discount / app visibility,8,True
2025-03-01,Quick commerce,Chennai,764298.3,173793.1,instant discount / app visibility,7,True
2025-03-01,Cafés,Mumbai,187851.08,133113.87,trade visibility / display,6,True
2025-03-01,Cafés,Delhi NCR,39041.98,109523.65,trade visibility / display,11,True
2025-03-01,Cafés,Bengaluru,138266.67,107990.98,trade visibility / display,10,True
2025-03-01,Cafés,Hyderabad,113235.22,76849.74,trade visibility / display,8,True
2025-03-01,Cafés,Pune,81745.69,121208.33,trade visibility / display,15,True
2025-03-01,Cafés,Chennai,6111.96,82847.25,trade visibility / display,14,True
2025-03-01,Sports/events,Mumbai,77967.71,90138.14,sampling / event activation,5,True
2025-03-01,Sports/events,Delhi NCR,31435.61,94615.34,sampling / event activation,11,True
2025-03-01,Sports/events,Bengaluru,33609.86,74929.83,sampling / event activation,15,True
2025-03-01,Sports/events,Hyderabad,78751.96,65882.27,sampling / event activation,9,True
2025-03-01,Sports/events,Pune,67541.91,62954.51,sampling / event activation,3,True
2025-03-01,Sports/events,Chennai,57054.55,110053.35,sampling / event activation,4,True
2025-04-01,Grocery,Mumbai,147926.55,134178.75,trade visibility / display,11,True
2025-04-01,Grocery,Delhi NCR,283181.97,123717.12,trade visibility / display,14,True
2025-04-01,Grocery,Bengaluru,349104.58,184162.65,trade visibility / display,4,True
2025-04-01,Grocery,Hyderabad,381307.79,122688.1,trade visibility / display,10,True
2025-04-01,Grocery,Pune,358941.04,128870.39,trade visibility / display,9,True
2025-04-01,Grocery,Chennai,300336.76,115002.92,trade visibility / display,6,True
2025-04-01,Convenience,Mumbai,406936.92,234486.56,trade visibility / display,11,True
2025-04-01,Convenience,Delhi NCR,605661.2,192243.82,trade visibility / display,14,True
2025-04-01,Convenience,Bengaluru,793586.49,252169.46,trade visibility / display,6,True
2025-04-01,Convenience,Hyderabad,435339.81,159240.59,trade visibility / display,3,True
2025-04-01,Convenience,Pune,559759.18,168180.69,trade visibility / display,7,True
2025-04-01,Convenience,Chennai,284851.67,161220.52,trade visibility / display,7,True
2025-04-01,E-commerce,Mumbai,660710.15,142336.05,bundle / search placement,12,True
2025-04-01,E-commerce,Delhi NCR,487459.83,123836.15,bundle / search placement,9,True
2025-04-01,E-commerce,Bengaluru,609236.28,151879.64,bundle / search placement,3,True
2025-04-01,E-commerce,Hyderabad,366545.58,101900.09,bundle / search placement,7,True
2025-04-01,E-commerce,Pune,466064.77,110841.53,bundle / search placement,12,True
2025-04-01,E-commerce,Chennai,370435.31,91691.4,bundle / search placement,9,True
2025-04-01,Quick commerce,Mumbai,1013685.58,212629.04,instant discount / app visibility,10,True
2025-04-01,Quick commerce,Delhi NCR,948469.45,183239.24,instant discount / app visibility,6,True
2025-04-01,Quick commerce,Bengaluru,883157.77,204621.4,instant discount / app visibility,7,True
2025-04-01,Quick commerce,Hyderabad,747897.88,171204.05,instant discount / app visibility,4,True
2025-04-01,Quick commerce,Pune,738253.28,175387.07,instant discount / app visibility,4,True
2025-04-01,Quick commerce,Chennai,626784.66,157069.03,instant discount / app visibility,3,True
2025-04-01,Cafés,Mumbai,158579.11,84465.51,trade visibility / display,11,True
2025-04-01,Cafés,Delhi NCR,137120.65,87527.25,trade visibility / display,5,True
2025-04-01,Cafés,Bengaluru,103874.91,89415.98,trade visibility / display,10,True
2025-04-01,Cafés,Hyderabad,36486.14,112388.47,trade visibility / display,15,True
2025-04-01,Cafés,Pune,21793.98,99495.16,trade visibility / display,12,True
2025-04-01,Cafés,Chennai,84750.93,117862.76,trade visibility / display,10,True
2025-04-01,Sports/events,Mumbai,14818.0,74162.13,sampling / event activation,4,True
2025-04-01,Sports/events,Delhi NCR,61694.46,84761.59,sampling / event activation,9,True
2025-04-01,Sports/events,Bengaluru,41841.88,65719.2,sampling / event activation,14,True
2025-04-01,Sports/events,Hyderabad,52464.5,104844.05,sampling / event activation,7,True
2025-04-01,Sports/events,Pune,58466.43,85800.36,sampling / event activation,13,True
2025-04-01,Sports/events,Chennai,21470.56,59771.86,sampling / event activation,12,True
2025-05-01,Grocery,Mumbai,457050.4,155795.41,trade visibility / display,6,True
2025-05-01,Grocery,Delhi NCR,377106.92,121958.4,trade visibility / display,4,True
2025-05-01,Grocery,Bengaluru,331866.87,149203.17,trade visibility / display,3,True
2025-05-01,Grocery,Hyderabad,323437.15,122442.96,trade visibility / display,6,True
2025-05-01,Grocery,Pune,208658.35,153356.86,trade visibility / display,7,True
2025-05-01,Grocery,Chennai,214030.03,125972.66,trade visibility / display,11,True
2025-05-01,Convenience,Mumbai,384888.56,219318.75,trade visibility / display,10,True
2025-05-01,Convenience,Delhi NCR,436809.15,187330.21,trade visibility / display,9,True
2025-05-01,Convenience,Bengaluru,495555.93,223189.5,trade visibility / display,12,True
2025-05-01,Convenience,Hyderabad,278088.37,186935.58,trade visibility / display,13,True
2025-05-01,Convenience,Pune,486574.73,180988.81,trade visibility / display,12,True
2025-05-01,Convenience,Chennai,283560.8,188479.12,trade visibility / display,14,True
2025-05-01,E-commerce,Mumbai,568043.24,182594.45,bundle / search placement,7,True
2025-05-01,E-commerce,Delhi NCR,517211.89,127133.63,bundle / search placement,13,True
2025-05-01,E-commerce,Bengaluru,735743.32,186785.42,bundle / search placement,8,True
2025-05-01,E-commerce,Hyderabad,507504.86,106694.12,bundle / search placement,5,True
2025-05-01,E-commerce,Pune,577828.51,119235.05,bundle / search placement,4,True
2025-05-01,E-commerce,Chennai,315944.15,104341.91,bundle / search placement,4,True
2025-05-01,Quick commerce,Mumbai,1033353.37,216807.98,instant discount / app visibility,15,True
2025-05-01,Quick commerce,Delhi NCR,832134.77,203176.26,instant discount / app visibility,5,True
2025-05-01,Quick commerce,Bengaluru,1142746.88,200861.96,instant discount / app visibility,13,True
2025-05-01,Quick commerce,Hyderabad,856392.61,184589.43,instant discount / app visibility,13,True
2025-05-01,Quick commerce,Pune,884227.94,174302.54,instant discount / app visibility,8,True
2025-05-01,Quick commerce,Chennai,869210.83,132566.82,instant discount / app visibility,14,True
2025-05-01,Cafés,Mumbai,143288.11,89500.78,trade visibility / display,14,True
2025-05-01,Cafés,Delhi NCR,164304.26,110477.08,trade visibility / display,15,True
2025-05-01,Cafés,Bengaluru,47335.55,142510.04,trade visibility / display,9,True
2025-05-01,Cafés,Hyderabad,99782.23,100376.6,trade visibility / display,6,True
2025-05-01,Cafés,Pune,69203.88,112283.2,trade visibility / display,3,True
2025-05-01,Cafés,Chennai,4703.29,83210.72,trade visibility / display,13,True
2025-05-01,Sports/events,Mumbai,7978.65,79233.17,sampling / event activation,14,True
2025-05-01,Sports/events,Delhi NCR,86077.52,69350.13,sampling / event activation,9,True
2025-05-01,Sports/events,Bengaluru,0.0,97271.63,sampling / event activation,3,True
2025-05-01,Sports/events,Hyderabad,62863.74,80513.96,sampling / event activation,13,True
2025-05-01,Sports/events,Pune,39130.0,101291.97,sampling / event activation,6,True
2025-05-01,Sports/events,Chennai,56425.02,71384.14,sampling / event activation,10,True
2025-06-01,Grocery,Mumbai,360387.55,171777.94,trade visibility / display,11,True
2025-06-01,Grocery,Delhi NCR,283670.23,149563.68,trade visibility / display,4,True
2025-06-01,Grocery,Bengaluru,411600.21,170041.12,trade visibility / display,3,True
2025-06-01,Grocery,Hyderabad,299391.18,106654.08,trade visibility / display,4,True
2025-06-01,Grocery,Pune,307143.83,120442.9,trade visibility / display,15,True
2025-06-01,Grocery,Chennai,399191.49,115473.42,trade visibility / display,15,True
2025-06-01,Convenience,Mumbai,589750.43,222515.37,trade visibility / display,8,True
2025-06-01,Convenience,Delhi NCR,410443.6,241310.66,trade visibility / display,8,True
2025-06-01,Convenience,Bengaluru,717471.62,236472.12,trade visibility / display,8,True
2025-06-01,Convenience,Hyderabad,147171.89,174578.7,trade visibility / display,7,True
2025-06-01,Convenience,Pune,411922.67,212704.28,trade visibility / display,10,True
2025-06-01,Convenience,Chennai,54410.68,188311.13,trade visibility / display,7,True
2025-06-01,E-commerce,Mumbai,595521.14,166090.6,bundle / search placement,11,True
2025-06-01,E-commerce,Delhi NCR,631852.29,158912.0,bundle / search placement,7,True
2025-06-01,E-commerce,Bengaluru,739852.11,165558.99,bundle / search placement,11,True
2025-06-01,E-commerce,Hyderabad,365591.68,156754.56,bundle / search placement,15,True
2025-06-01,E-commerce,Pune,637800.56,104502.95,bundle / search placement,5,True
2025-06-01,E-commerce,Chennai,544082.0,149881.87,bundle / search placement,3,True
2025-06-01,Quick commerce,Mumbai,859692.52,183742.08,instant discount / app visibility,9,True
2025-06-01,Quick commerce,Delhi NCR,837641.51,205022.27,instant discount / app visibility,4,True
2025-06-01,Quick commerce,Bengaluru,1346812.07,217691.29,instant discount / app visibility,6,True
2025-06-01,Quick commerce,Hyderabad,790589.54,169408.42,instant discount / app visibility,13,True
2025-06-01,Quick commerce,Pune,864974.49,126733.09,instant discount / app visibility,8,True
2025-06-01,Quick commerce,Chennai,889922.38,180464.12,instant discount / app visibility,10,True
2025-06-01,Cafés,Mumbai,131059.43,100453.19,trade visibility / display,13,True
2025-06-01,Cafés,Delhi NCR,182433.58,110827.8,trade visibility / display,4,True
2025-06-01,Cafés,Bengaluru,128742.14,109506.05,trade visibility / display,9,True
2025-06-01,Cafés,Hyderabad,189467.45,87782.46,trade visibility / display,3,True
2025-06-01,Cafés,Pune,122717.47,119298.33,trade visibility / display,9,True
2025-06-01,Cafés,Chennai,78488.61,89148.8,trade visibility / display,5,True
2025-06-01,Sports/events,Mumbai,112214.54,98857.64,sampling / event activation,14,True
2025-06-01,Sports/events,Delhi NCR,0.0,90879.27,sampling / event activation,6,True
2025-06-01,Sports/events,Bengaluru,0.0,87412.26,sampling / event activation,5,True
2025-06-01,Sports/events,Hyderabad,0.0,86309.9,sampling / event activation,3,True
2025-06-01,Sports/events,Pune,52427.62,120479.01,sampling / event activation,4,True
2025-06-01,Sports/events,Chennai,13737.47,74117.93,sampling / event activation,5,True
2025-07-01,Grocery,Mumbai,321717.41,150115.59,trade visibility / display,5,True
2025-07-01,Grocery,Delhi NCR,357726.27,183518.55,trade visibility / display,12,True
2025-07-01,Grocery,Bengaluru,380962.36,145870.86,trade visibility / display,14,True
2025-07-01,Grocery,Hyderabad,297064.56,102552.97,trade visibility / display,14,True
2025-07-01,Grocery,Pune,172961.4,148278.63,trade visibility / display,15,True
2025-07-01,Grocery,Chennai,239814.82,114187.56,trade visibility / display,14,True
2025-07-01,Convenience,Mumbai,579793.34,217906.85,trade visibility / display,8,True
2025-07-01,Convenience,Delhi NCR,533089.22,238451.2,trade visibility / display,8,True
2025-07-01,Convenience,Bengaluru,385463.56,252918.22,trade visibility / display,11,True
2025-07-01,Convenience,Hyderabad,555379.74,223818.16,trade visibility / display,7,True
2025-07-01,Convenience,Pune,627063.35,218162.12,trade visibility / display,10,True
2025-07-01,Convenience,Chennai,418428.25,161990.46,trade visibility / display,15,True
2025-07-01,E-commerce,Mumbai,462311.99,150822.3,bundle / search placement,5,True
2025-07-01,E-commerce,Delhi NCR,445410.17,126955.35,bundle / search placement,13,True
2025-07-01,E-commerce,Bengaluru,751505.77,175295.57,bundle / search placement,15,True
2025-07-01,E-commerce,Hyderabad,457393.52,127673.51,bundle / search placement,9,True
2025-07-01,E-commerce,Pune,501631.47,149684.43,bundle / search placement,7,True
2025-07-01,E-commerce,Chennai,484194.64,107683.01,bundle / search placement,6,True
2025-07-01,Quick commerce,Mumbai,1240714.3,212332.14,instant discount / app visibility,5,True
2025-07-01,Quick commerce,Delhi NCR,907387.96,192468.27,instant discount / app visibility,7,True
2025-07-01,Quick commerce,Bengaluru,1161043.45,170443.72,instant discount / app visibility,12,True
2025-07-01,Quick commerce,Hyderabad,994857.27,145138.99,instant discount / app visibility,9,True
2025-07-01,Quick commerce,Pune,1000053.11,141089.27,instant discount / app visibility,5,True
2025-07-01,Quick commerce,Chennai,780134.89,172168.52,instant discount / app visibility,10,True
2025-07-01,Cafés,Mumbai,100533.23,101253.43,trade visibility / display,13,True
2025-07-01,Cafés,Delhi NCR,130853.42,93890.2,trade visibility / display,3,True
2025-07-01,Cafés,Bengaluru,195294.63,98277.77,trade visibility / display,3,True
2025-07-01,Cafés,Hyderabad,79865.52,81147.72,trade visibility / display,15,True
